"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"psma8",3.09312377633008e-05,0.319977097998281,1,0.963,0.545967277760022
"hmgb1b",3.69598060322324e-05,0.48196255597994,0.979,0.896,0.652377536274935
"aldh2.1",3.72722414933958e-05,0.319388144634689,0.562,0.31,0.657892334599929
"robo1",4.25590415896322e-05,0.255481922777356,0.354,0.15,0.751209643098598
"si:dkey-244a7.1",4.77656045682907e-05,0.283625098834568,0.438,0.199,0.843110686234899
"lef1",7.46377557916922e-05,0.267174815789531,0.271,0.098,1
"eef1b2",8.01777886590741e-05,0.265348155676621,1,1,1
"sub1b",8.22660822967097e-05,0.406437344733789,0.854,0.689,1
"rgmd",8.63355297854009e-05,0.536372104690504,0.688,0.451,1
"BX510923.1",0.000113111869838293,0.259064375400197,0.25,0.089,1
"cited4b",0.00011887239845743,0.367311394619193,0.958,0.844,1
"nr2f2",0.000152663177000863,0.418925515364032,0.5,0.275,1
"nr2f5",0.000154284783104744,0.438399636137076,0.979,0.763,1
"krt18b",0.000160157586346274,0.272797727177661,0.604,0.359,1
"wnt11r",0.000161289485512489,0.377879046739627,0.333,0.139,1
"vdac3",0.000209959080570894,0.380403192084743,0.854,0.697,1
"hmgb3b",0.00022047794286217,0.397788579266302,0.938,0.813,1
"prdx2",0.000247771702677081,0.342837348428594,1,0.926,1
"ccnd1",0.000256499121968838,0.41318292374631,0.979,0.868,1
"nt5dc2",0.000328816184510104,0.342463972277323,0.646,0.433,1
"ptgr1",0.000334967858699878,0.28976534965027,0.917,0.634,1
"arl5a",0.000341716192071232,0.285158275051465,0.542,0.321,1
"sept12",0.000350700371196213,0.31459752203208,0.812,0.589,1
"jun",0.00035416972703617,0.433514242585996,0.812,0.619,1
"calm2b",0.000360322941776575,0.33060873509503,1,0.98,1
"pdgfbb",0.000373643032459155,0.355332446528836,0.583,0.341,1
"si:ch211-133n4.4",0.00039719138839087,0.270746896536647,0.812,0.586,1
