"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Epha8",9.18777487288155e-45,0.252982335834249,0.561,0.161,2.25008606636869e-40
"Uqcrq",1.01301269425927e-44,0.479584241883309,1,0.993,2.48086808824096e-40
"Ppp1r17",1.38902495329424e-44,1.30104711131812,0.995,0.6,3.4017221106176e-40
"Kcnmb2",4.02114317624901e-44,1.04143093751471,0.905,0.469,9.84777963863383e-40
"Dctn3",4.41458730478199e-44,0.655329436868723,0.989,0.979,1.08113243094111e-39
"Clta",8.52274450549691e-44,0.519117487928008,1,1,2.08722012939619e-39
"Hivep3",3.31193478505869e-43,0.489731130252188,0.767,0.357,8.11092828860872e-39
"Cryba1",4.8611680716556e-43,0.694154851598821,0.476,0.127,1.19050006074846e-38
"Tecr",1.09115547807792e-42,0.618109101640191,1,1,2.67223976581284e-38
"Igsf21",1.36596547531377e-42,0.6353504354896,0.688,0.297,3.34524944904343e-38
"Th",1.68272580876394e-42,2.17201547703908,0.656,0.314,4.12099550566288e-38
"St18",3.89540919884223e-42,1.11267804224401,0.471,0.122,9.53985712796462e-38
"Lgals9",3.98290891684137e-42,0.543800877511205,0.667,0.244,9.75414393734452e-38
"Isl1",4.49780917558145e-42,1.06834457430063,1,0.677,1.1015134670999e-37
"Galnt9",6.99913575989089e-42,0.541505249604028,0.778,0.327,1.71408834759728e-37
"Miat",1.26180960326104e-41,1.16302702445889,0.984,0.607,3.09017171838629e-37
"Dynlrb1",2.16650930183779e-41,0.512444754821186,1,0.999,5.30578128020074e-37
"Cox4i1",5.27959427701545e-41,0.510526207890545,1,1,1.29297263844108e-36
"Tub",6.41247141430999e-41,1.5073944123239,0.751,0.445,1.57041424936452e-36
"Dscaml1",1.06757488273487e-40,0.339506364500164,0.402,0.09,2.6144908878177e-36
"Tacc2",1.38855541205005e-40,0.769601584225325,0.989,0.922,3.40057220411057e-36
"Elavl4",3.32177376867962e-40,0.906523714403416,1,0.867,8.1350239594964e-36
