"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"C1ql3",4.4533979945673e-188,0.392004651998728,0.806,0.118,1.09063716886953e-183
"Art5",1.52634479255703e-187,0.788569656246216,0.904,0.208,3.73801839697217e-183
"Elfn1",7.2730636960084e-187,0.449740947844717,0.768,0.111,1.78117329915246e-182
"Cadm1",1.44874937483108e-170,1.84074400779534,1,0.99,3.5479872189613e-166
"Cdc42ep3",2.50961199352976e-160,0.877656837295886,0.984,0.416,6.14603977215438e-156
"Synpr",4.3221824529709e-160,1.32182252592266,0.973,0.36,1.05850248273257e-155
"Epb4.1",1.07503649085475e-157,1.55641787456766,1,0.974,2.63276436610329e-153
"Ptprd",2.1166254078157e-156,1.45595430227141,1,0.614,5.18361562374066e-152
"Syt13",4.29273446301838e-153,1.68435940002488,1,0.477,1.0512906699932e-148
"Plekha2",1.16395207499669e-150,1.33574163978162,0.967,0.36,2.85051863166689e-146
"Elmo1",4.09786585991457e-150,1.75109706500597,0.967,0.57,1.00356734909308e-145
"Kcnmb2",6.45115079991089e-149,1.42476795736647,0.995,0.411,1.57988683089818e-144
"Cerkl",9.81290922073917e-148,0.469291192373891,0.85,0.222,2.40318146815902e-143
"Npr2",1.04908268051286e-147,1.9556964149865,0.997,0.65,2.56920348457599e-143
"Pcdh17",1.05199440082418e-146,1.37060583749672,0.997,0.546,2.57633428761842e-142
"Akap6",8.60363745807066e-146,1.57662724315831,1,0.503,2.1070308134815e-141
"Fam65b",1.3492329024912e-144,0.887563376879441,0.97,0.318,3.30427137820096e-140
"Sh3rf3",7.28494846324093e-144,0.996400091225337,0.989,0.417,1.7840838786477e-139
"Cyfip2",2.83177705620101e-143,1.39072563267514,1,0.816,6.93502201063627e-139
"Hmx1",6.28102064629051e-142,0.575034615521405,0.995,0.382,1.53822195627655e-137
"Thsd7a",5.61037064652331e-140,1.35463152052708,1,0.527,1.37397977133356e-135
"Gsg1l",8.83469798878062e-140,0.990555071660189,0.91,0.293,2.16361753745237e-135
"Gm7271",2.05725535392811e-138,0.803258661419651,0.967,0.377,5.03821836176994e-134
"Fstl5",2.16516971594798e-138,0.990860133498931,0.945,0.326,5.30250063435661e-134
"Apba2",1.63746817043996e-134,1.20886957215024,1,0.609,4.01015954940745e-130
"Vwa1",7.35355333576113e-134,1.06764331040517,0.932,0.439,1.8008852119279e-129
"Prpsap1",1.46507575511905e-133,0.935170872720234,1,0.994,3.58797052428655e-129
"Dab1",1.62191122049889e-133,1.09761853556704,0.981,0.461,3.97206057900177e-129
"Cdk14",8.92377396306651e-133,1.20757636746262,1,0.743,2.18543224355499e-128
"Pde4dip",1.09605628536432e-132,1.21410617438545,1,0.795,2.68424184285722e-128
"Ntrk1",6.5409191578638e-132,1.45625032311414,0.997,0.427,1.60187110176085e-127
"Thsd7b",1.18301862563294e-131,1.38588941478869,1,0.534,2.89721261417507e-127
"Rgs4",2.10329757171678e-131,1.78117027221495,0.997,0.454,5.15097575313439e-127
"Ccdc141",2.40824362195544e-131,0.744586288041964,0.847,0.249,5.89778863016887e-127
"Map1a",5.26025029738381e-130,1.03000122352583,1,0.82,1.2882352978293e-125
"Rnd3",7.51271825527856e-129,1.20597232643911,1,0.903,1.83986470071772e-124
"Brinp2",4.82611594009984e-128,0.76780179200425,0.883,0.277,1.18191579373045e-123
"Ttll7",6.87085221171062e-128,1.2319694498771,1,0.525,1.68267170664793e-123
"Adam19",1.85739994479164e-126,1.28471027111611,1,0.675,4.54877246479474e-122
"Ndst3",3.88630447452436e-126,1.36152520370215,0.997,0.595,9.51755965811017e-122
"Ank2",1.51276889863953e-124,1.2179231692624,1,0.772,3.7047710327682e-120
"Sorbs1",3.86496518238176e-124,1.15972447415757,1,0.838,9.46529973165292e-120
"Msc",6.43439954957479e-124,0.527197129797731,0.699,0.141,1.57578444969087e-119
"Synpo",6.78082435657192e-124,1.28051594148173,1,0.644,1.66062388492446e-119
"Kcne1l",1.81331980081919e-123,1.14675081511346,1,0.518,4.44082019220619e-119
"Ebf1",8.3170566498625e-123,1.30418172416006,1,0.544,2.03684717355133e-118
"Sox11",1.32142092548907e-122,1.07825706460084,1,0.996,3.23615984652273e-118
"Chrna3",3.01837564618786e-122,1.2260322413058,1,0.546,7.39200195751406e-118
"Cd47",5.6621518745566e-122,1.09543460733682,0.992,0.843,1.38666099407891e-117
"Myo6",7.04846204623943e-122,1.21925512762981,0.986,0.615,1.72616835512404e-117
"Crmp1",1.10552228146175e-121,1.3879837078674,1,0.881,2.70742406729982e-117
"Tmem2",1.55228119782885e-121,1.22346992200063,1,0.968,3.80153665348286e-117
"Grm2",4.11999575218339e-121,1.35991704814752,0.997,0.448,1.00898695970971e-116
"Tmie",1.77279174171013e-120,0.282072310936842,0.732,0.163,4.34156697544811e-116
"Clmp",2.42063595158552e-120,1.00345490989628,0.997,0.563,5.92813744543293e-116
"Cntn1",4.16733350808777e-120,1.10835570454437,1,0.466,1.02057997613069e-115
"Fam171b",8.13923613296808e-120,1.33074910354789,1,0.634,1.99329892896388e-115
"Scn5a",2.40875349702701e-119,0.728339195266584,0.779,0.219,5.89903731421914e-115
"Arl4d",1.92354654055842e-118,0.900569359733922,0.962,0.444,4.71076547782757e-114
"Bhlhe23",2.81740991245856e-118,0.43738229372974,0.806,0.208,6.89983687561102e-114
"Nefl",5.80574692624001e-117,1.43660882787748,1,0.61,1.42182742223618e-112
"Rapgef6",1.96135251068274e-116,1.25483684244161,1,0.865,4.80335229866204e-112
"Tubb3",3.1472035349014e-116,1.222649388677,1,0.857,7.70750145697354e-112
"Wscd2",4.84363739449781e-116,0.52082979826864,0.899,0.288,1.18620679791251e-111
"Mab21l2",9.56950309080345e-116,0.669358663443548,0.967,0.365,2.34357130693777e-111
"Fam78b",1.05916996064537e-115,1.01109612264547,1,0.656,2.59390723362051e-111
"Esyt1",1.12349015052082e-115,1.16730087427901,1,0.716,2.75142737862549e-111
"Mapre1",2.32831558388394e-115,0.679971226939431,1,0.997,5.70204486493176e-111
"6330415B21Rik",5.75291830288672e-114,0.587607684616641,0.962,0.4,1.40888969237696e-109
"Tgfb1i1",5.97844710337955e-113,1.08005154177679,0.934,0.52,1.46412169561765e-108
"Dgkh",1.58639571917983e-112,1.35328785792808,0.978,0.519,3.8850831162714e-108
"D930028M14Rik",1.61675829760759e-112,1.33874922695077,0.997,0.498,3.95944107084098e-108
"Nav1",2.21001136400466e-112,1.09930708258393,0.995,0.793,5.41231783044742e-108
"Pacsin3",1.32741285534688e-111,0.493532130731382,0.885,0.363,3.25083408274451e-107
"Slc18a2",2.11862132063902e-111,1.05051981048579,0.995,0.592,5.18850361424497e-107
"Plk3",5.574549135692e-111,0.924168414397101,0.992,0.542,1.36520708333097e-106
"Parm1",6.3345216992981e-111,0.466534917960888,0.757,0.201,1.55132436415811e-106
"Plxna2",1.18654872366182e-110,0.997156999547944,0.975,0.5,2.90585782424779e-106
"Iqsec1",1.0678993107021e-109,0.667685348308298,1,0.714,2.61528541190944e-105
"Sptbn2",2.62896311400118e-108,1.02014125918531,0.997,0.617,6.43833066618889e-104
"Hsd17b7",3.18312350269746e-108,1.01896122500439,0.995,0.754,7.79546945810608e-104
"Map3k13",6.28919101963608e-108,0.638328200745137,0.964,0.482,1.54022288070888e-103
"Sst",6.3744634048023e-107,1.06650822874885,0.943,0.338,1.56110608783608e-102
"Ank3",2.11023760886061e-106,0.997532709825975,1,0.707,5.16797190409964e-102
"Kif13b",2.51737194917555e-106,0.434239124293539,0.937,0.44,6.16504390353093e-102
"Nfasc",2.67320427574789e-106,0.876920656544736,0.995,0.596,6.54667727130659e-102
"Glipr2",2.54909249131085e-105,0.97291541609761,1,0.616,6.24272751122027e-101
"Vim",1.87399976408269e-104,0.881931016183656,1,1,4.5894254222385e-100
"Nrg1",2.61323284901767e-104,0.864368108212175,1,0.462,6.39980724724427e-100
"Ccser2",1.22582623826145e-103,1.08787608472001,1,0.858,3.00204845750228e-99
"Itpk1",3.2249295066825e-103,0.950681711142921,0.997,0.841,7.89785236186545e-99
"Tnik",1.64953061601198e-102,0.918523009386699,1,0.844,4.03970047861333e-98
"Ebf3",1.79217016408084e-102,0.839190076017254,1,0.514,4.38902473183399e-98
"Prex1",2.78352232911972e-102,0.8472014198922,1,0.935,6.81684618401419e-98
"Prkg1",2.93956090837303e-101,1.10324294606973,1,0.515,7.19898466460555e-97
"Prkx",9.61951925214356e-101,0.947973277317421,0.984,0.688,2.35582026484996e-96
"Dpyd",1.08926667341877e-100,0.469296033714119,0.836,0.282,2.66761408320257e-96
"Dcx",1.24217071992058e-100,1.16915786415962,1,0.573,3.04207609308551e-96
"Tmem108",2.47018538408683e-100,0.367208398715954,0.94,0.41,6.04948400562864e-96
"Ppp1r17",2.74325090585471e-100,1.34830524932335,1,0.562,6.71822146843819e-96
