"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Neurod4",1.51980256933299e-186,2.67561644506747,0.959,0.12,3.7219964922965e-182
"Art1",2.37956731365188e-162,0.471290912027473,0.669,0.048,5.82756035113346e-158
"Galnt18",2.49137452600514e-120,1.14949378659193,0.917,0.211,6.10137621418658e-116
"Neurog1",7.53951476857718e-111,1.24860468366503,0.97,0.283,1.84642716682455e-106
"Tgm2",5.28237380889732e-108,1.42431314148719,0.663,0.091,1.29365334579895e-103
"Gucy2c",1.22398068666508e-106,0.430335494677281,0.331,0.011,2.99752870164277e-102
"Gpr20",1.41259657620781e-106,0.461293449463742,0.456,0.032,3.45944901513292e-102
"Insm1",3.93985803414567e-100,1.15542473247639,0.988,0.369,9.64871232562275e-96
"Myo5b",1.69790864237057e-97,1.71742180383011,0.923,0.285,4.15817826516552e-93
"St18",1.07670223907577e-96,1.3532724561926,0.675,0.108,2.63684378349656e-92
"Fat4",7.86665401150279e-96,1.51752452277464,0.805,0.196,1.92654356741703e-91
"Dll3",1.27690427903307e-95,1.52830115347635,0.959,0.395,3.12713857935199e-91
"Mycl",4.97921179461921e-92,1.67448410428747,0.976,0.446,1.21940896850224e-87
"Gadd45g",1.0738843624672e-89,1.5170680689127,0.988,0.488,2.62994280368218e-85
"Hes6",7.00796133156849e-89,1.9167257183172,1,0.905,1.71624973010112e-84
"Neurod1",3.63009725639769e-85,2.18657238062325,0.988,0.572,8.89010818091794e-81
"Eya2",5.45227472956092e-83,1.36238812845326,1,0.566,1.33526208126947e-78
"Amotl2",1.11381269040787e-82,2.2055415838922,1,0.909,2.72772727880886e-78
"Coro1c",2.86076223862084e-81,1.49179478518319,1,0.994,7.00600672238244e-77
"Tlx2",4.39039124510939e-80,1.13940303833981,0.994,0.631,1.07520681592729e-75
"Fam110a",3.04298956282594e-79,1.34299989827117,0.988,0.646,7.45228143936073e-75
"Phldb2",4.46552508456355e-79,1.91737375493447,0.994,0.707,1.09360709320961e-74
"Tfdp2",1.02143456888422e-78,1.6701074554485,0.994,0.882,2.50149325919745e-74
"Spsb4",1.51054017955103e-78,1.35396366587858,1,0.926,3.69931289972047e-74
"Mfng",2.10239094362641e-78,1.07929120033331,0.964,0.392,5.14875542094108e-74
"Steap1",3.61133693441941e-77,1.04795718411192,0.775,0.209,8.84416415239313e-73
"Trim9",5.01921716657371e-77,1.37300333226031,0.929,0.471,1.2292062840939e-72
"Ppp1r14a",7.83616318807136e-76,0.804147921454116,1,0.676,1.91907636475868e-71
"Grasp",1.90870850086238e-74,1.19301227134306,0.988,0.658,4.67442711861196e-70
"1700106J16Rik",2.24866755263065e-74,0.343800642213659,0.692,0.136,5.50698683639246e-70
"Sept9",2.51208999124101e-74,1.27965578342888,1,0.997,6.15210838854922e-70
"Btg2",4.24313286643587e-74,1.06540812111717,0.994,0.52,1.03914323899014e-69
"Gse1",1.41107017227907e-73,1.33961182622464,1,0.88,3.45571085191143e-69
"Cotl1",3.52184416545023e-71,1.25245250245773,1,0.989,8.62499636118762e-67
"Chrnb4",3.20855532759241e-69,0.978993690773896,0.828,0.26,7.85775199727382e-65
"Cbfa2t2",1.03591288101413e-68,1.6983523803134,0.988,0.8,2.53695064560359e-64
"Six1",2.15297835449394e-68,1.36757007270843,0.994,0.671,5.27264399015565e-64
"Eya1",2.52783964301338e-68,0.816552923580677,0.74,0.198,6.19067928573977e-64
"Steap2",1.20265392172938e-67,1.34732624358685,0.822,0.311,2.94529945431525e-63
"Csnk1g1",2.51280528775749e-67,1.31112256395802,0.976,0.791,6.15386014971809e-63
"Wnt5a",4.52531530161331e-67,0.834234440300983,0.799,0.257,1.1082497173651e-62
"Prom1",1.14891740812726e-66,1.17341175088989,0.911,0.356,2.81369873250365e-62
"Slc43a1",1.59069056570309e-66,0.894753519543684,0.911,0.358,3.89560119540687e-62
"Wscd2",2.00488653785181e-66,0.895837722262427,0.893,0.347,4.90996713119908e-62
"Mreg",5.21749144628119e-66,1.74140567915851,0.976,0.757,1.27776365519426e-61
"Abcd2",7.12944732741199e-66,1.24256937475144,0.84,0.32,1.7460016504832e-61
"Rcor2",4.13513769384331e-65,0.795272610218308,0.988,0.882,1.01269522122223e-60
"Spint2",1.81905451699523e-64,0.936472409041706,0.941,0.514,4.45486451212131e-60
"Rapgef5",2.67960875131067e-62,0.438071226653563,0.509,0.089,6.56236183195982e-58
"Rassf3",4.76588736468505e-62,0.466246844258442,0.87,0.351,1.16716581561137e-57
"Trp53i11",9.36715668358623e-62,1.32221422681261,1,0.942,2.29401667181027e-57
"Fbxo32",1.20370752302564e-61,0.690249939334715,0.704,0.195,2.94787972388979e-57
"Tpm4",4.99264248523375e-61,1.11906499185696,1,0.999,1.22269814463375e-56
"Rhbdl3",1.8656538731105e-60,0.586555767784336,0.763,0.238,4.56898633524762e-56
"Nxn",4.30942447709529e-59,0.850959763227698,0.994,0.91,1.05537805444064e-54
"Srrm4",1.49972707880023e-58,1.10925856705553,0.994,0.677,3.67283161598177e-54
"Tspan9",1.82425880861199e-58,1.0910491713203,0.953,0.621,4.46760982229077e-54
"Nin",4.6017901774091e-58,1.30208034568099,0.97,0.744,1.12697841444749e-53
"Btbd17",4.93393028278943e-58,0.701933402218936,0.811,0.322,1.20831952625513e-53
"Igf2bp1",1.62732763346666e-57,1.15220353932192,1,0.992,3.98532537435986e-53
"Svil",1.69761464700152e-57,0.939945670393221,0.953,0.608,4.15745827050673e-53
"Ypel1",1.23628868021515e-56,0.94457804107541,0.994,0.669,3.0276709778469e-52
"Rhobtb3",1.46937257764589e-56,0.98103637549266,1,0.863,3.59849344265479e-52
"Pdlim4",1.05248738016938e-55,0.53784173637176,0.905,0.353,2.57754159403481e-51
"Cul1",3.30822278983649e-54,1.04300632327901,1,0.99,8.10183761230956e-50
"Zbtb18",3.67626810755601e-54,0.423951925120271,0.97,0.506,9.00318059540466e-50
"Tspan18",2.03991267713004e-53,1.15828237752324,1,0.935,4.99574614629147e-49
"Plk2",3.94565911596255e-53,2.36018988072251,0.935,0.71,9.66291917499228e-49
"Rhbdf2",7.02603095288841e-53,0.912747193974367,0.899,0.478,1.72067498036237e-48
"Hoxa10",8.32827428622553e-53,0.425991189780925,0.71,0.189,2.03959437269663e-48
"Six4",2.98518952072056e-52,0.852954358696725,0.988,0.701,7.31072913624465e-48
"Hoxc10",5.53513650740894e-52,0.379585912037592,0.722,0.194,1.35555493066445e-47
"Notch1",3.7314112159727e-51,1.23420009125663,0.964,0.462,9.13822606791714e-47
"Afap1",4.30082879060002e-51,1.26891385289258,0.994,0.913,1.05327297081795e-46
"Fam210b",9.1058802474701e-51,1.58551637520283,0.982,0.863,2.23003007260543e-46
"Nedd4",1.49096921989781e-50,0.671794488010511,1,1,3.65138361952975e-46
"Igfbp2",2.03408442394663e-50,0.8320556604849,0.976,0.61,4.98147275424529e-46
"Sulf2",3.05592898218445e-50,1.18198886801744,1,0.782,7.48397007736972e-46
"Ppap2b",4.15841692863797e-50,0.660632204760419,0.858,0.341,1.01839630582344e-45
"Igfbpl1",8.15323134087907e-50,0.893862996000397,0.74,0.27,1.99672635538129e-45
"Rgs16",8.88347185764363e-50,0.726136311932539,0.556,0.133,2.17556225793693e-45
"Cog1",1.02637826325702e-49,1.0010305037347,0.959,0.841,2.51360036671644e-45
"Ints10",1.29893248124582e-49,0.882506938829867,0.976,0.918,3.18108564657101e-45
"Timm50",4.34242717483094e-48,0.715959547602192,1,0.983,1.0634604151161e-43
"Tbc1d9",4.44066143342964e-48,0.923534307535541,0.976,0.671,1.08751798504692e-43
"Ptprk",5.8509664626486e-48,0.709802179278171,0.71,0.249,1.43290168670264e-43
"Fzd3",6.24888199993414e-48,1.11118290346846,0.994,0.968,1.53035120178387e-43
"4933426M11Rik",1.53835368322651e-47,1.01796070217455,0.964,0.758,3.76742817022172e-43
"Scpep1",1.83957316955097e-47,0.777647797398451,0.988,0.788,4.50511469223032e-43
