"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"HMGB2",8.60639536865529e-05,0.97683968264525,0.272,0.13,1
"MBP",9.5881591616973e-05,0.896536265034548,0.333,0.18,1
"KLF6",9.59430564497198e-05,0.572898752007737,0.63,0.44,1
"DDIT4",9.71322397450606e-05,0.87781962405838,0.259,0.12,1
"NCOR1",0.000110589652116056,0.852475357459506,0.333,0.183,1
"CAPZB",0.000126106961004452,0.734377031151048,0.519,0.373,1
"CD74",0.000129271386671513,0.619655602005693,0.506,0.29,1
"TNFSF10",0.000129379932563588,0.731885889392885,0.37,0.203,1
"PPIA",0.000139769217749995,0.65071380204492,0.617,0.482,1
"TNFRSF18",0.000174842829716437,0.795858980384183,0.284,0.139,1
"SLC2A3",0.000175354030183372,0.881522538120613,0.309,0.16,1
"ATP5E",0.000176002081641838,0.449057952094273,0.753,0.653,1
"GNB2L1",0.000180775953160039,0.359132821331418,0.815,0.701,1
"TCEB2",0.000329177177880389,0.631469540322783,0.654,0.558,1
"STK17B",0.000332495937723515,0.544822669379522,0.42,0.241,1
"LRRFIP1",0.000402855801988858,0.658052032142252,0.432,0.273,1
"EEF1D",0.000428416957925898,0.440698951434617,0.753,0.645,1
"MYL12B",0.000437300425801128,0.491270513731968,0.679,0.539,1
"PSMB9",0.000523098981431824,0.840129521728425,0.37,0.227,1
"UBA52",0.000576196181348739,0.295928977999423,0.84,0.771,1
"UBC",0.000606133695498769,0.358324818054272,0.778,0.665,1
"ARHGAP30",0.000619770084334056,0.702217263998979,0.259,0.131,1
"GAPDH",0.000696768859225449,0.276986568657794,0.827,0.742,1
"PPP1CA",0.000813433072102656,0.841735242687656,0.37,0.235,1
"COX7A2",0.0010232414517011,0.479341837528167,0.642,0.538,1
"HLA-F",0.00102812755488093,0.548600241861931,0.284,0.151,1
"BTG2",0.00114323672446833,0.537971192266736,0.272,0.144,1
