"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ITGBL1",1.31176847076516e-119,1.28536866061294,0.347,0.064,2.27303240614187e-115
"GSN",2.56298539590888e-118,0.843811731871004,0.969,0.51,4.44114109403092e-114
"PCOLCE",3.0513106953561e-118,1.0408514908874,0.7,0.255,5.28731117291306e-114
"CYBRD1",2.06152661592803e-117,1.24184868406165,0.487,0.132,3.57221332008009e-113
"ELN",2.87387263241005e-117,1.37167217536839,0.333,0.06,4.97984649744014e-113
"AHNAK2",2.82676155680225e-115,1.20193890692443,0.335,0.061,4.89821242562695e-111
"TWIST2",3.94985184747447e-114,1.20230205019972,0.514,0.145,6.84430328130377e-110
"CHRDL1",1.32431118984787e-113,1.40411846292394,0.287,0.045,2.2947664297684e-109
"LRRN4CL",2.8585851563683e-112,1.18813113091203,0.282,0.043,4.95335635895499e-108
"PPAP2A",6.40104696101535e-112,1.25404049558596,0.355,0.074,1.10917341740474e-107
"ANGPTL2",1.25107679838432e-111,1.3111278611608,0.342,0.068,2.16786587624035e-107
"PMP22",6.13039560812316e-111,1.20059076687293,0.573,0.185,1.06227495097558e-106
"MEG3",9.74023159192915e-110,0.993714087659596,0.478,0.128,1.68778733024948e-105
"SSC5D",1.12035287791079e-109,1.27065724745359,0.261,0.037,1.94134746684381e-105
"TNFAIP2",2.03375679189685e-109,1.17464607421075,0.525,0.164,3.52409376899886e-105
"UAP1",4.62203655126844e-109,1.38876667775449,0.405,0.102,8.00906493603795e-105
"PRSS23",7.19823665127562e-109,1.16527373172692,0.31,0.055,1.24731044693304e-104
"HSD3B7",6.62034493352095e-108,1.34499851002145,0.295,0.052,1.14717337008051e-103
"WBP5",6.08846883823426e-107,1.1292740828672,0.562,0.183,1.05500988028923e-102
"HSPG2",6.66343624408746e-107,1.14960840359196,0.449,0.12,1.15464023237547e-102
"VASN",1.11388054975185e-106,1.29815206077627,0.258,0.038,1.93013221661e-102
"AKR1C2",1.26269240289901e-105,1.2473864490361,0.342,0.071,2.1879933957434e-101
"C1S",1.65461687482356e-105,0.922090660220697,0.797,0.318,2.86712012069427e-101
"COL14A1",6.23911329001708e-105,1.189539975865,0.406,0.1,1.08111355089416e-100
"LTBP1",7.1421761307333e-105,1.33103004558878,0.367,0.083,1.23759627993347e-100
