"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SELM",0.229922326367669,0.278367957374324,0.409,0.382,1
"SRSF11",0.241297624792059,0.523174549809209,0.392,0.403,1
"PRRC2C",0.289337789745747,0.257373169923047,0.265,0.336,1
"PEBP1",0.333700796882133,0.508297780468892,0.331,0.34,1
"SON",0.346467865475189,0.25794485667515,0.552,0.604,1
"PMP22",0.349343243188257,0.481027947195291,0.26,0.247,1
"SRP9",0.402702159703938,0.443118236130857,0.287,0.283,1
"HNRNPM",0.439458007224657,0.32017390193346,0.221,0.273,1
"PNISR",0.439598905352274,0.382237403787705,0.354,0.369,1
"HMGN3",0.462186288257151,0.44848887462213,0.282,0.29,1
"RSL1D1",0.480737363153173,0.251976248738693,0.215,0.26,1
"EMP1",0.516196069161645,0.599964692490754,0.249,0.251,1
"MORF4L2",0.543420791189442,0.398759709800818,0.227,0.269,1
"DPYSL2",0.563562917627097,0.34354193125044,0.21,0.252,1
"TMEM59",0.607260046733814,0.328634814128745,0.359,0.396,1
"HP1BP3",0.625778133875671,0.338129520553051,0.265,0.273,1
"HSBP1",0.635601072062857,0.38149733104185,0.221,0.255,1
"BSG",0.644645316666716,0.594352307619811,0.238,0.283,1
"XRCC5",0.645526225191593,0.397295551184153,0.221,0.252,1
