"","from","to","source","path","from.Role","to.Role"
"334","VIP","ADCYAP1R1","NicheNet","VIP*ADCYAP1R1","Ligand","Receptor"
"335","ADCYAP1","VIPR2","NicheNet","ADCYAP1*VIPR2","Ligand","Receptor"
"336","ADCYAP1","VIPR1","NicheNet","ADCYAP1*VIPR1","Ligand","Receptor"
"337","WNT4","FZD6","NicheNet","WNT4*FZD6","Ligand","Receptor"
"338","WNT3A","FZD6","NicheNet","WNT3A*FZD6","Ligand","Receptor"
"339","A2M","LRP1","NicheNet","A2M*LRP1","Ligand","Receptor"
"340","AANAT","MTNR1A","NicheNet","AANAT*MTNR1A","Ligand","Receptor"
"341","AANAT","MTNR1B","NicheNet","AANAT*MTNR1B","Ligand","Receptor"
"342","ADAM12","ITGA9","NicheNet","ADAM12*ITGA9","Ligand","Receptor"
"343","ADAM12","ITGB1","NicheNet","ADAM12*ITGB1","Ligand","Receptor"
"344","ADAM12","SDC4","NicheNet","ADAM12*SDC4","Ligand","Receptor"
"345","ADAM15","ITGA5","NicheNet","ADAM15*ITGA5","Ligand","Receptor"
"346","ADAM15","ITGA9","NicheNet","ADAM15*ITGA9","Ligand","Receptor"
"347","ADAM15","ITGB1","NicheNet","ADAM15*ITGB1","Ligand","Receptor"
"348","ADAM15","ITGB3","NicheNet","ADAM15*ITGB3","Ligand","Receptor"
"349","ADAM17","ITGA5","NicheNet","ADAM17*ITGA5","Ligand","Receptor"
"350","ADAM17","ITGB1","NicheNet","ADAM17*ITGB1","Ligand","Receptor"
"351","ADAM23","ITGA5","NicheNet","ADAM23*ITGA5","Ligand","Receptor"
"352","ADAM23","ITGB3","NicheNet","ADAM23*ITGB3","Ligand","Receptor"
"353","ADAM2","ITGA6","NicheNet","ADAM2*ITGA6","Ligand","Receptor"
"354","ADAM2","ITGB1","NicheNet","ADAM2*ITGB1","Ligand","Receptor"
"355","ADAM9","ITGA6","NicheNet","ADAM9*ITGA6","Ligand","Receptor"
"356","ADAM9","ITGAV","NicheNet","ADAM9*ITGAV","Ligand","Receptor"
"357","ADAM9","ITGB1","NicheNet","ADAM9*ITGB1","Ligand","Receptor"
"358","ADAM9","ITGB5","NicheNet","ADAM9*ITGB5","Ligand","Receptor"
"359","ADM2","CALCRL","NicheNet","ADM2*CALCRL","Ligand","Receptor"
"360","ADM","RAMP2","NicheNet","ADM*RAMP2","Ligand","Receptor"
"361","AGRN","MUSK","NicheNet","AGRN*MUSK","Ligand","Receptor"
"362","AGT","LRP2","NicheNet","AGT*LRP2","Ligand","Receptor"
"363","ANGPT1","TIE1","NicheNet","ANGPT1*TIE1","Ligand","Receptor"
"364","ANGPTL1","TEK","NicheNet","ANGPTL1*TEK","Ligand","Receptor"
"365","APOB","LDLR","NicheNet","APOB*LDLR","Ligand","Receptor"
"366","APOE","LDLR","NicheNet","APOE*LDLR","Ligand","Receptor"
"367","APOE","LRP5","NicheNet","APOE*LRP5","Ligand","Receptor"
"368","APOE","LRP8","NicheNet","APOE*LRP8","Ligand","Receptor"
"369","APOE","SORL1","NicheNet","APOE*SORL1","Ligand","Receptor"
"370","APOE","VLDLR","NicheNet","APOE*VLDLR","Ligand","Receptor"
"371","ARTN","GFRA3","NicheNet","ARTN*GFRA3","Ligand","Receptor"
"372","ARTN","RET","NicheNet","ARTN*RET","Ligand","Receptor"
"373","ASIP","MGRN1","NicheNet","ASIP*MGRN1","Ligand","Receptor"
"374","BMP10","ACVR1","NicheNet","BMP10*ACVR1","Ligand","Receptor"
"375","BMP10","ACVR2A","NicheNet","BMP10*ACVR2A","Ligand","Receptor"
"376","BMP10","ACVR2B","NicheNet","BMP10*ACVR2B","Ligand","Receptor"
"377","BMP10","ACVRL1","NicheNet","BMP10*ACVRL1","Ligand","Receptor"
"378","BMP10","BMPR1A","NicheNet","BMP10*BMPR1A","Ligand","Receptor"
"379","BMP10","BMPR1B","NicheNet","BMP10*BMPR1B","Ligand","Receptor"
"380","BMP10","BMPR2","NicheNet","BMP10*BMPR2","Ligand","Receptor"
"381","BMP15","ACVR1","NicheNet","BMP15*ACVR1","Ligand","Receptor"
"382","BMP15","ACVR2A","NicheNet","BMP15*ACVR2A","Ligand","Receptor"
"383","BMP15","ACVR2B","NicheNet","BMP15*ACVR2B","Ligand","Receptor"
"384","BMP15","BMPR1A","NicheNet","BMP15*BMPR1A","Ligand","Receptor"
"385","BMP15","BMPR1B","NicheNet","BMP15*BMPR1B","Ligand","Receptor"
"386","BMP15","BMPR2","NicheNet","BMP15*BMPR2","Ligand","Receptor"
"387","BMP2","ACVR2A","NicheNet","BMP2*ACVR2A","Ligand","Receptor"
"388","BMP2","ACVR2B","NicheNet","BMP2*ACVR2B","Ligand","Receptor"
"389","BMP3","ACVR1","NicheNet","BMP3*ACVR1","Ligand","Receptor"
"390","BMP3","ACVR2A","NicheNet","BMP3*ACVR2A","Ligand","Receptor"
"391","BMP3","ACVR2B","NicheNet","BMP3*ACVR2B","Ligand","Receptor"
"392","BMP3","BMPR1A","NicheNet","BMP3*BMPR1A","Ligand","Receptor"
"393","BMP3","BMPR1B","NicheNet","BMP3*BMPR1B","Ligand","Receptor"
"394","BMP3","BMPR2","NicheNet","BMP3*BMPR2","Ligand","Receptor"
"395","BMP4","ACVR1","NicheNet","BMP4*ACVR1","Ligand","Receptor"
"396","BMP4","ACVR2A","NicheNet","BMP4*ACVR2A","Ligand","Receptor"
"397","BMP4","ACVR2B","NicheNet","BMP4*ACVR2B","Ligand","Receptor"
"398","BMP4","BMPR1A","NicheNet","BMP4*BMPR1A","Ligand","Receptor"
"399","BMP4","BMPR1B","NicheNet","BMP4*BMPR1B","Ligand","Receptor"
"400","BMP4","BMPR2","NicheNet","BMP4*BMPR2","Ligand","Receptor"
"401","BMP5","ACVR1","NicheNet","BMP5*ACVR1","Ligand","Receptor"
"402","BMP5","ACVR2A","NicheNet","BMP5*ACVR2A","Ligand","Receptor"
"403","BMP5","ACVR2B","NicheNet","BMP5*ACVR2B","Ligand","Receptor"
"404","BMP5","BMPR1A","NicheNet","BMP5*BMPR1A","Ligand","Receptor"
"405","BMP5","BMPR1B","NicheNet","BMP5*BMPR1B","Ligand","Receptor"
"406","BMP5","BMPR2","NicheNet","BMP5*BMPR2","Ligand","Receptor"
"407","BMP6","ACVR1","NicheNet","BMP6*ACVR1","Ligand","Receptor"
"408","BMP6","ACVR2A","NicheNet","BMP6*ACVR2A","Ligand","Receptor"
"409","BMP6","ACVR2B","NicheNet","BMP6*ACVR2B","Ligand","Receptor"
"410","BMP6","BMPR1A","NicheNet","BMP6*BMPR1A","Ligand","Receptor"
"411","BMP6","BMPR1B","NicheNet","BMP6*BMPR1B","Ligand","Receptor"
"412","BMP6","BMPR2","NicheNet","BMP6*BMPR2","Ligand","Receptor"
"413","BMP7","ACVR1","NicheNet","BMP7*ACVR1","Ligand","Receptor"
"414","BMP7","ACVR2B","NicheNet","BMP7*ACVR2B","Ligand","Receptor"
"415","BMP7","BMPR1A","NicheNet","BMP7*BMPR1A","Ligand","Receptor"
"416","BMP7","BMPR2","NicheNet","BMP7*BMPR2","Ligand","Receptor"
"417","BMP8B","ACVR1","NicheNet","BMP8B*ACVR1","Ligand","Receptor"
"418","BMP8B","ACVR2A","NicheNet","BMP8B*ACVR2A","Ligand","Receptor"
"419","BMP8B","ACVR2B","NicheNet","BMP8B*ACVR2B","Ligand","Receptor"
"420","BMP8B","BMPR1A","NicheNet","BMP8B*BMPR1A","Ligand","Receptor"
"421","BMP8B","BMPR1B","NicheNet","BMP8B*BMPR1B","Ligand","Receptor"
"422","BMP8B","BMPR2","NicheNet","BMP8B*BMPR2","Ligand","Receptor"
"423","BTC","ERBB3","NicheNet","BTC*ERBB3","Ligand","Receptor"
"424","C3","ITGAX","NicheNet","C3*ITGAX","Ligand","Receptor"
"425","C3","ITGB2","NicheNet","C3*ITGB2","Ligand","Receptor"
"426","C3","LRP1","NicheNet","C3*LRP1","Ligand","Receptor"
"427","CCL17","CCR8","NicheNet","CCL17*CCR8","Ligand","Receptor"
"428","CCL21","CXCR3","NicheNet","CCL21*CXCR3","Ligand","Receptor"
"429","CCL2","CCR1","NicheNet","CCL2*CCR1","Ligand","Receptor"
"430","CCL2","CCR4","NicheNet","CCL2*CCR4","Ligand","Receptor"
"431","CCL4","CCR8","NicheNet","CCL4*CCR8","Ligand","Receptor"
"432","CD24","SELP","NicheNet","CD24*SELP","Ligand","Receptor"
"433","CDH1","ITGAE","NicheNet","CDH1*ITGAE","Ligand","Receptor"
"434","CDH1","ITGB7","NicheNet","CDH1*ITGB7","Ligand","Receptor"
"435","CFH","SELL","NicheNet","CFH*SELL","Ligand","Receptor"
"436","CLCF1","CRLF1","NicheNet","CLCF1*CRLF1","Ligand","Receptor"
"437","CLEC11A","KIT","NicheNet","CLEC11A*KIT","Ligand","Receptor"
"438","COL18A1","GPC1","NicheNet","COL18A1*GPC1","Ligand","Receptor"
"439","COL18A1","ITGA5","NicheNet","COL18A1*ITGA5","Ligand","Receptor"
"440","COL18A1","ITGB1","NicheNet","COL18A1*ITGB1","Ligand","Receptor"
"441","COL1A1","DDR1","NicheNet","COL1A1*DDR1","Ligand","Receptor"
"442","COL1A1","DDR2","NicheNet","COL1A1*DDR2","Ligand","Receptor"
"443","COL2A1","ITGA10","NicheNet","COL2A1*ITGA10","Ligand","Receptor"
"444","COL2A1","ITGA2","NicheNet","COL2A1*ITGA2","Ligand","Receptor"
"445","COL2A1","ITGB1","NicheNet","COL2A1*ITGB1","Ligand","Receptor"
"446","COL4A1","ITGA1","NicheNet","COL4A1*ITGA1","Ligand","Receptor"
"447","COL4A1","ITGB1","NicheNet","COL4A1*ITGB1","Ligand","Receptor"
"448","COL4A1","ITGB8","NicheNet","COL4A1*ITGB8","Ligand","Receptor"
"449","COL5A3","SDC3","NicheNet","COL5A3*SDC3","Ligand","Receptor"
"450","CORT","GHSR","NicheNet","CORT*GHSR","Ligand","Receptor"
"451","CSF2","CSF3R","NicheNet","CSF2*CSF3R","Ligand","Receptor"
"452","CTGF","ITGAM","NicheNet","CTGF*ITGAM","Ligand","Receptor"
"453","CTGF","ITGB2","NicheNet","CTGF*ITGB2","Ligand","Receptor"
"454","CTGF","LRP6","NicheNet","CTGF*LRP6","Ligand","Receptor"
"455","CXCL2","XCR1","NicheNet","CXCL2*XCR1","Ligand","Receptor"
"456","CYR61","ITGA5","NicheNet","CYR61*ITGA5","Ligand","Receptor"
"457","CYR61","ITGAM","NicheNet","CYR61*ITGAM","Ligand","Receptor"
"458","CYR61","ITGB2","NicheNet","CYR61*ITGB2","Ligand","Receptor"
"459","CYR61","ITGB3","NicheNet","CYR61*ITGB3","Ligand","Receptor"
"460","DHH","HHIP","NicheNet","DHH*HHIP","Ligand","Receptor"
"461","DHH","PTCH2","NicheNet","DHH*PTCH2","Ligand","Receptor"
"462","DKK1","LRP6","NicheNet","DKK1*LRP6","Ligand","Receptor"
"463","DKK2","LRP6","NicheNet","DKK2*LRP6","Ligand","Receptor"
"464","DUSP18","CD151","NicheNet","DUSP18*CD151","Ligand","Receptor"
"465","DUSP18","ITGA1","NicheNet","DUSP18*ITGA1","Ligand","Receptor"
"466","DUSP18","ITGA2","NicheNet","DUSP18*ITGA2","Ligand","Receptor"
"467","DUSP18","ITGA3","NicheNet","DUSP18*ITGA3","Ligand","Receptor"
"468","DUSP18","ITGA6","NicheNet","DUSP18*ITGA6","Ligand","Receptor"
"469","DUSP18","ITGA7","NicheNet","DUSP18*ITGA7","Ligand","Receptor"
"470","DUSP18","ITGB1","NicheNet","DUSP18*ITGB1","Ligand","Receptor"
"471","DUSP18","ITGB4","NicheNet","DUSP18*ITGB4","Ligand","Receptor"
"472","DUSP18","RPSA","NicheNet","DUSP18*RPSA","Ligand","Receptor"
"473","EFNA1","EPHA6","NicheNet","EFNA1*EPHA6","Ligand","Receptor"
"474","EFNA2","EPHA6","NicheNet","EFNA2*EPHA6","Ligand","Receptor"
"475","EFNA3","EPHA6","NicheNet","EFNA3*EPHA6","Ligand","Receptor"
"476","EFNA3","EPHB1","NicheNet","EFNA3*EPHB1","Ligand","Receptor"
"477","EFNA4","EPHA6","NicheNet","EFNA4*EPHA6","Ligand","Receptor"
"478","EFNA5","EPHA6","NicheNet","EFNA5*EPHA6","Ligand","Receptor"
"479","EFNB1","EPHB6","NicheNet","EFNB1*EPHB6","Ligand","Receptor"
"480","EFNB2","EPHB6","NicheNet","EFNB2*EPHB6","Ligand","Receptor"
"481","F7","F3","NicheNet","F7*F3","Ligand","Receptor"
"482","F8","LRP1","NicheNet","F8*LRP1","Ligand","Receptor"
"483","F9","LRP1","NicheNet","F9*LRP1","Ligand","Receptor"
"484","FGA","ITGAX","NicheNet","FGA*ITGAX","Ligand","Receptor"
"485","FGA","ITGB2","NicheNet","FGA*ITGB2","Ligand","Receptor"
"486","FGF10","FGFR3","NicheNet","FGF10*FGFR3","Ligand","Receptor"
"487","FGF10","FGFR4","NicheNet","FGF10*FGFR4","Ligand","Receptor"
"488","FGF11","FGFR1","NicheNet","FGF11*FGFR1","Ligand","Receptor"
"489","FGF11","FGFR2","NicheNet","FGF11*FGFR2","Ligand","Receptor"
"490","FGF11","FGFR3","NicheNet","FGF11*FGFR3","Ligand","Receptor"
"491","FGF11","FGFR4","NicheNet","FGF11*FGFR4","Ligand","Receptor"
"492","FGF12","FGFR1","NicheNet","FGF12*FGFR1","Ligand","Receptor"
"493","FGF12","FGFR2","NicheNet","FGF12*FGFR2","Ligand","Receptor"
"494","FGF12","FGFR3","NicheNet","FGF12*FGFR3","Ligand","Receptor"
"495","FGF12","FGFR4","NicheNet","FGF12*FGFR4","Ligand","Receptor"
"496","FGF13","FGFR1","NicheNet","FGF13*FGFR1","Ligand","Receptor"
"497","FGF13","FGFR2","NicheNet","FGF13*FGFR2","Ligand","Receptor"
"498","FGF13","FGFR3","NicheNet","FGF13*FGFR3","Ligand","Receptor"
"499","FGF13","FGFR4","NicheNet","FGF13*FGFR4","Ligand","Receptor"
"500","FGF14","FGFR1","NicheNet","FGF14*FGFR1","Ligand","Receptor"
"501","FGF14","FGFR2","NicheNet","FGF14*FGFR2","Ligand","Receptor"
"502","FGF14","FGFR3","NicheNet","FGF14*FGFR3","Ligand","Receptor"
"503","FGF14","FGFR4","NicheNet","FGF14*FGFR4","Ligand","Receptor"
"504","FGF23","FGFR2","NicheNet","FGF23*FGFR2","Ligand","Receptor"
"505","FGF2","SDC2","NicheNet","FGF2*SDC2","Ligand","Receptor"
"506","FGF2","SDC4","NicheNet","FGF2*SDC4","Ligand","Receptor"
"507","FN1","ITGA2","NicheNet","FN1*ITGA2","Ligand","Receptor"
"508","FN1","SDC2","NicheNet","FN1*SDC2","Ligand","Receptor"
"509","GAD1","GRM4","NicheNet","GAD1*GRM4","Ligand","Receptor"
"510","GDF11","ACVR1B","NicheNet","GDF11*ACVR1B","Ligand","Receptor"
"511","GDF11","ACVR2A","NicheNet","GDF11*ACVR2A","Ligand","Receptor"
"512","GDF11","ACVR2B","NicheNet","GDF11*ACVR2B","Ligand","Receptor"
"513","GDF2","ACVRL1","NicheNet","GDF2*ACVRL1","Ligand","Receptor"
"514","GDF5","BMPR1B","NicheNet","GDF5*BMPR1B","Ligand","Receptor"
"515","GDF5","BMPR2","NicheNet","GDF5*BMPR2","Ligand","Receptor"
"516","GDF5","ROR2","NicheNet","GDF5*ROR2","Ligand","Receptor"
"517","GDF6","BMPR1A","NicheNet","GDF6*BMPR1A","Ligand","Receptor"
"518","GDF6","BMPR2","NicheNet","GDF6*BMPR2","Ligand","Receptor"
"519","GDF7","ACVR2A","NicheNet","GDF7*ACVR2A","Ligand","Receptor"
"520","GDF7","BMPR1A","NicheNet","GDF7*BMPR1A","Ligand","Receptor"
"521","GDF7","BMPR2","NicheNet","GDF7*BMPR2","Ligand","Receptor"
"522","GDF9","BMPR2","NicheNet","GDF9*BMPR2","Ligand","Receptor"
"523","GDF9","TGFBR1","NicheNet","GDF9*TGFBR1","Ligand","Receptor"
"524","GDNF","GFRA1","NicheNet","GDNF*GFRA1","Ligand","Receptor"
"525","GDNF","GFRA2","NicheNet","GDNF*GFRA2","Ligand","Receptor"
"526","GDNF","RET","NicheNet","GDNF*RET","Ligand","Receptor"
"527","GHRL","GPR39","NicheNet","GHRL*GPR39","Ligand","Receptor"
"528","GPHA2","TSHR","NicheNet","GPHA2*TSHR","Ligand","Receptor"
"529","GPI","AMFR","NicheNet","GPI*AMFR","Ligand","Receptor"
"530","GSTP1","TRAF2","NicheNet","GSTP1*TRAF2","Ligand","Receptor"
"531","GZMB","IGF2R","NicheNet","GZMB*IGF2R","Ligand","Receptor"
"532","HAS2","CD44","NicheNet","HAS2*CD44","Ligand","Receptor"
"533","HAS2","HMMR","NicheNet","HAS2*HMMR","Ligand","Receptor"
"534","HDC","HRH1","NicheNet","HDC*HRH1","Ligand","Receptor"
"535","HDC","HRH2","NicheNet","HDC*HRH2","Ligand","Receptor"
"536","HDC","HRH3","NicheNet","HDC*HRH3","Ligand","Receptor"
"537","HDC","HRH4","NicheNet","HDC*HRH4","Ligand","Receptor"
"538","HLA-A","KIR3DL2","NicheNet","HLA-A*KIR3DL2","Ligand","Receptor"
"539","HLA-B","KIR3DL1","NicheNet","HLA-B*KIR3DL1","Ligand","Receptor"
"540","HLA-E","KLRD1","NicheNet","HLA-E*KLRD1","Ligand","Receptor"
"541","HLA-G","KIR2DL4","NicheNet","HLA-G*KIR2DL4","Ligand","Receptor"
"542","HLA-G","KLRD1","NicheNet","HLA-G*KLRD1","Ligand","Receptor"
"543","HSP90B1","LRP1","NicheNet","HSP90B1*LRP1","Ligand","Receptor"
"544","HSPG2","PTPRS","NicheNet","HSPG2*PTPRS","Ligand","Receptor"
"545","ICAM1","ITGAX","NicheNet","ICAM1*ITGAX","Ligand","Receptor"
"546","ICAM4","ITGA2B","NicheNet","ICAM4*ITGA2B","Ligand","Receptor"
"547","ICAM4","ITGAL","NicheNet","ICAM4*ITGAL","Ligand","Receptor"
"548","ICAM4","ITGAM","NicheNet","ICAM4*ITGAM","Ligand","Receptor"
"549","ICAM4","ITGAV","NicheNet","ICAM4*ITGAV","Ligand","Receptor"
"550","ICAM4","ITGB2","NicheNet","ICAM4*ITGB2","Ligand","Receptor"
"551","ICAM4","ITGB3","NicheNet","ICAM4*ITGB3","Ligand","Receptor"
"552","ICAM5","ITGAL","NicheNet","ICAM5*ITGAL","Ligand","Receptor"
"553","ICAM5","ITGB2","NicheNet","ICAM5*ITGB2","Ligand","Receptor"
"554","IFNA10","IFNAR1","NicheNet","IFNA10*IFNAR1","Ligand","Receptor"
"555","IFNA10","IFNAR2","NicheNet","IFNA10*IFNAR2","Ligand","Receptor"
"556","IFNA13","IFNAR1","NicheNet","IFNA13*IFNAR1","Ligand","Receptor"
"557","IFNA13","IFNAR2","NicheNet","IFNA13*IFNAR2","Ligand","Receptor"
"558","IFNA14","IFNAR1","NicheNet","IFNA14*IFNAR1","Ligand","Receptor"
"559","IFNA14","IFNAR2","NicheNet","IFNA14*IFNAR2","Ligand","Receptor"
"560","IFNA16","IFNAR1","NicheNet","IFNA16*IFNAR1","Ligand","Receptor"
"561","IFNA16","IFNAR2","NicheNet","IFNA16*IFNAR2","Ligand","Receptor"
"562","IFNA17","IFNAR1","NicheNet","IFNA17*IFNAR1","Ligand","Receptor"
"563","IFNA17","IFNAR2","NicheNet","IFNA17*IFNAR2","Ligand","Receptor"
"564","IFNA21","IFNAR1","NicheNet","IFNA21*IFNAR1","Ligand","Receptor"
"565","IFNA21","IFNAR2","NicheNet","IFNA21*IFNAR2","Ligand","Receptor"
"566","IFNA2","IFNAR1","NicheNet","IFNA2*IFNAR1","Ligand","Receptor"
"567","IFNA2","IFNAR2","NicheNet","IFNA2*IFNAR2","Ligand","Receptor"
"568","IFNA4","IFNAR1","NicheNet","IFNA4*IFNAR1","Ligand","Receptor"
"569","IFNA4","IFNAR2","NicheNet","IFNA4*IFNAR2","Ligand","Receptor"
"570","IFNA5","IFNAR1","NicheNet","IFNA5*IFNAR1","Ligand","Receptor"
"571","IFNA5","IFNAR2","NicheNet","IFNA5*IFNAR2","Ligand","Receptor"
"572","IFNA6","IFNAR1","NicheNet","IFNA6*IFNAR1","Ligand","Receptor"
"573","IFNA6","IFNAR2","NicheNet","IFNA6*IFNAR2","Ligand","Receptor"
"574","IFNA7","IFNAR1","NicheNet","IFNA7*IFNAR1","Ligand","Receptor"
"575","IFNA7","IFNAR2","NicheNet","IFNA7*IFNAR2","Ligand","Receptor"
"576","IFNA8","IFNAR1","NicheNet","IFNA8*IFNAR1","Ligand","Receptor"
"577","IFNA8","IFNAR2","NicheNet","IFNA8*IFNAR2","Ligand","Receptor"
"578","IGF2","INSR","NicheNet","IGF2*INSR","Ligand","Receptor"
"579","IHH","HHIP","NicheNet","IHH*HHIP","Ligand","Receptor"
"580","IHH","PTCH1","NicheNet","IHH*PTCH1","Ligand","Receptor"
"581","IL12B","IL12RB1","NicheNet","IL12B*IL12RB1","Ligand","Receptor"
"582","IL12B","IL12RB2","NicheNet","IL12B*IL12RB2","Ligand","Receptor"
"583","IL13","IL2RG","NicheNet","IL13*IL2RG","Ligand","Receptor"
"584","IL18","IL1RAPL1","NicheNet","IL18*IL1RAPL1","Ligand","Receptor"
"585","IL19","IL20RB","NicheNet","IL19*IL20RB","Ligand","Receptor"
"586","IL1RN","IL1R1","NicheNet","IL1RN*IL1R1","Ligand","Receptor"
"587","IL1RN","IL1R2","NicheNet","IL1RN*IL1R2","Ligand","Receptor"
"588","IL20","IL20RB","NicheNet","IL20*IL20RB","Ligand","Receptor"
"589","IL22","IL10RA","NicheNet","IL22*IL10RA","Ligand","Receptor"
"590","IL24","IL20RB","NicheNet","IL24*IL20RB","Ligand","Receptor"
"591","IL31","IL31RA","NicheNet","IL31*IL31RA","Ligand","Receptor"
"592","IL31","OSMR","NicheNet","IL31*OSMR","Ligand","Receptor"
"593","INHA","ACVR1","NicheNet","INHA*ACVR1","Ligand","Receptor"
"594","INHA","ACVR1B","NicheNet","INHA*ACVR1B","Ligand","Receptor"
"595","INHA","ACVR2A","NicheNet","INHA*ACVR2A","Ligand","Receptor"
"596","INHA","ACVR2B","NicheNet","INHA*ACVR2B","Ligand","Receptor"
"597","INHA","TGFBR3","NicheNet","INHA*TGFBR3","Ligand","Receptor"
"598","INHBA","BAMBI","NicheNet","INHBA*BAMBI","Ligand","Receptor"
"599","LAMA1","ITGA7","NicheNet","LAMA1*ITGA7","Ligand","Receptor"
"600","LAMA1","ITGB1","NicheNet","LAMA1*ITGB1","Ligand","Receptor"
"601","LAMA1","ITGB8","NicheNet","LAMA1*ITGB8","Ligand","Receptor"
"602","LAMA1","RPSA","NicheNet","LAMA1*RPSA","Ligand","Receptor"
"603","LAMA2","ITGA7","NicheNet","LAMA2*ITGA7","Ligand","Receptor"
"604","LAMA2","ITGB1","NicheNet","LAMA2*ITGB1","Ligand","Receptor"
"605","LAMA2","RPSA","NicheNet","LAMA2*RPSA","Ligand","Receptor"
"606","LAMB1","ITGA6","NicheNet","LAMB1*ITGA6","Ligand","Receptor"
"607","LAMB1","ITGB1","NicheNet","LAMB1*ITGB1","Ligand","Receptor"
"608","LAMB2","RPSA","NicheNet","LAMB2*RPSA","Ligand","Receptor"
"609","LAMC2","ITGA3","NicheNet","LAMC2*ITGA3","Ligand","Receptor"
"610","LAMC2","ITGA6","NicheNet","LAMC2*ITGA6","Ligand","Receptor"
"611","LAMC2","ITGB1","NicheNet","LAMC2*ITGB1","Ligand","Receptor"
"612","LAMC2","ITGB4","NicheNet","LAMC2*ITGB4","Ligand","Receptor"
"613","LEFTY2","ACVR2B","NicheNet","LEFTY2*ACVR2B","Ligand","Receptor"
"614","LIPH","LPAR1","NicheNet","LIPH*LPAR1","Ligand","Receptor"
"615","LIPH","LPAR2","NicheNet","LIPH*LPAR2","Ligand","Receptor"
"616","LIPH","LPAR4","NicheNet","LIPH*LPAR4","Ligand","Receptor"
"617","LRPAP1","LRP1","NicheNet","LRPAP1*LRP1","Ligand","Receptor"
"618","LTB","CD40","NicheNet","LTB*CD40","Ligand","Receptor"
"619","LTF","LRP1","NicheNet","LTF*LRP1","Ligand","Receptor"
"620","LTF","LRP11","NicheNet","LTF*LRP11","Ligand","Receptor"
"621","MDK","PTPRB","NicheNet","MDK*PTPRB","Ligand","Receptor"
"622","MMP13","LRP1","NicheNet","MMP13*LRP1","Ligand","Receptor"
"623","MMP9","LRP1","NicheNet","MMP9*LRP1","Ligand","Receptor"
"624","NCAM1","ROBO1","NicheNet","NCAM1*ROBO1","Ligand","Receptor"
"625","NCAM1","ROBO3","NicheNet","NCAM1*ROBO3","Ligand","Receptor"
"626","NDP","LGR4","NicheNet","NDP*LGR4","Ligand","Receptor"
"627","NGF","SORT1","NicheNet","NGF*SORT1","Ligand","Receptor"
"628","NID1","PTPRF","NicheNet","NID1*PTPRF","Ligand","Receptor"
"629","NLGN1","NRXN1","NicheNet","NLGN1*NRXN1","Ligand","Receptor"
"630","NLGN1","NRXN3","NicheNet","NLGN1*NRXN3","Ligand","Receptor"
"631","NLGN2","NRXN1","NicheNet","NLGN2*NRXN1","Ligand","Receptor"
"632","NLGN2","NRXN2","NicheNet","NLGN2*NRXN2","Ligand","Receptor"
"633","NLGN2","NRXN3","NicheNet","NLGN2*NRXN3","Ligand","Receptor"
"634","NLGN3","NRXN1","NicheNet","NLGN3*NRXN1","Ligand","Receptor"
"635","NLGN3","NRXN2","NicheNet","NLGN3*NRXN2","Ligand","Receptor"
"636","NLGN3","NRXN3","NicheNet","NLGN3*NRXN3","Ligand","Receptor"
"637","NODAL","ACVR1B","NicheNet","NODAL*ACVR1B","Ligand","Receptor"
"638","NODAL","ACVR1C","NicheNet","NODAL*ACVR1C","Ligand","Receptor"
"639","NODAL","ACVR2A","NicheNet","NODAL*ACVR2A","Ligand","Receptor"
"640","NODAL","ACVR2B","NicheNet","NODAL*ACVR2B","Ligand","Receptor"
"641","NOV","NOTCH1","NicheNet","NOV*NOTCH1","Ligand","Receptor"
"642","NPNT","ITGA8","NicheNet","NPNT*ITGA8","Ligand","Receptor"
"643","NPNT","ITGB1","NicheNet","NPNT*ITGB1","Ligand","Receptor"
"644","NPPB","NPR2","NicheNet","NPPB*NPR2","Ligand","Receptor"
"645","NRG1","ERBB2","NicheNet","NRG1*ERBB2","Ligand","Receptor"
"646","NRTN","GFRA1","NicheNet","NRTN*GFRA1","Ligand","Receptor"
"647","NRTN","GFRA2","NicheNet","NRTN*GFRA2","Ligand","Receptor"
"648","NRTN","RET","NicheNet","NRTN*RET","Ligand","Receptor"
"649","NTF4","NTRK1","NicheNet","NTF4*NTRK1","Ligand","Receptor"
"650","NTF4","NTRK3","NicheNet","NTF4*NTRK3","Ligand","Receptor"
"651","NTN1","DCC","NicheNet","NTN1*DCC","Ligand","Receptor"
"652","NTN1","UNC5C","NicheNet","NTN1*UNC5C","Ligand","Receptor"
"653","NTN3","CDON","NicheNet","NTN3*CDON","Ligand","Receptor"
"654","NTN3","NEO1","NicheNet","NTN3*NEO1","Ligand","Receptor"
"655","NTN4","DCC","NicheNet","NTN4*DCC","Ligand","Receptor"
"656","NTN4","UNC5A","NicheNet","NTN4*UNC5A","Ligand","Receptor"
"657","NUCB2","ERAP1","NicheNet","NUCB2*ERAP1","Ligand","Receptor"
"658","NXPH1","NRXN1","NicheNet","NXPH1*NRXN1","Ligand","Receptor"
"659","NXPH1","NRXN2","NicheNet","NXPH1*NRXN2","Ligand","Receptor"
"660","NXPH1","NRXN3","NicheNet","NXPH1*NRXN3","Ligand","Receptor"
"661","NXPH3","NRXN1","NicheNet","NXPH3*NRXN1","Ligand","Receptor"
