"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RIPK2",3.12952112189597e-85,1.57099053108207,0.478,0.03,5.42283420002133e-81
"GNA13",8.30925371050735e-85,1.78085223538606,0.642,0.054,1.43982748295671e-80
"CERS6",1.24648354753325e-84,1.4553980943359,0.388,0.019,2.15990669116562e-80
"SLC16A3",1.03442357747449e-83,1.73914454935219,0.612,0.05,1.7924491750478e-79
"MS4A7",1.57020292409086e-83,1.51446287371021,0.433,0.024,2.72084762686465e-79
"HBEGF",1.65287262572481e-83,1.33435431089823,0.313,0.012,2.86409768585595e-79
"GADD45A",5.58938418940759e-83,1.92946422945846,0.761,0.079,9.68528492340548e-79
"CPVL",1.12365736874921e-82,1.9065038521433,0.806,0.084,1.94707348856863e-78
"LYN",4.02223263434994e-82,1.64715165055228,0.493,0.033,6.96972470880158e-78
"IRF5",6.45826034046596e-82,1.14529244044153,0.328,0.014,1.11908735179594e-77
